id,location_name,location_url,location_zip,location_address,room_number,location_phone,locations_hours,services,services_contact,eligibility,how_best_to_access,category,search_keywords,organization
111,Admissions & Records ,http://www4.csudh.edu/admissions/index,90747,Welch Hall (WH),C-290,310.243.3645,Monday -Thursday: 8:00 a.m.- 6:00 p.m. Friday: 8:00 a.m. -5:00 p.m.,"The Office of Admissions & Records at CSUDH connects you to information, resources and services to help guide you through theadmissions process, access your student record, understand theEarly Start requirement, request transcripts, prepare you for graduation, and contact the registrar’s office.",,First time freshman application checklist: http://www4.csudh.edu/admissions/first-time-freshmen/application-checklist/index Transfer Student Application Checklist: http://www4.csudh.edu/admissions/transfer-students/application-checklist/index,"If you’re interested in attending CSUDH, apply online at CSUMentor.com. Applications open on October 1.",After High School,4-year Colleges|Priority Registration/Enrollment,"California State University, Dominguez Hills (CSUDH)"
112,Financial Aid,http://www4.csudh.edu/financial-aid/index,90747,"Financial Aid office, Welch Hall ",B-250,310.243.3691,Monday - Thursday: 8:00 a.m. - 6:00 p.m. Friday: 8:00 a.m. - 2:00 p.m.,"We are committed to providing quality service, guidance and resources to students in the pursuit of their educational goals. We are also committed to providing accurate information about the financial aid process, and supporting the overall campus mission. Based on your calculated financial need, you will be considered for grants, loans, and student employment. The federal programs are Federal Pell Grant, Supplemental Educational Opportunity Grant, Federal Perkins Loan, and Federal Direct Loan. The State of California offers to its residents: Cal Grant and Cal Grant B (a GPA verification Form is required). The CSU offers State University Grants and Educational Opportunity Grants.",,"To be eligible for federal financial aid, students must: be a U.S. citizen or eligible non-citizen; be registered with Selective Service (if required); be admitted to the University seeking a degree or certificate; not owe a refund on a Federal grant or be in default on a Federal educational loan; be making Satisfactory Academic Progress; be enrolled at least half-time (6 units undergraduate/credential; 4 units master's); and not be convicted of any illegal drug offense or be incarcerated","To apply for financial aid, check out the following link: http://www4.csudh.edu/financial-aid/apply/index",After High School,4-year Colleges|FAFSA|Scholarships/Grants,"California State University, Dominguez Hills (CSUDH)"
113,Admissions and Recruitment,http://www.calstatela.edu/admissions,90032,Office of Admissions and Recruitment,,323.343.3901,Monday-Thursday: 8:00 am – 6:00 pm Friday: 8:00 am – 5:00 pm,,Steve Wilson 323.343.3366,,,After High School,4-year Colleges|Priority Registration/Enrollment,"California State University, Los Angeles (CSULA)"
114,Center for Financial Aid & Scholarships,http://www.calstatela.edu/financialaid,90032,Student Affairs Building ,124,323.343.6260,Monday - Thursday: 8:00 - 6:00 p.m.Fridays: 8:00 - 5:00 p.m.,"The Center for Student Financial Aid is committed to assisting current and prospective students with financial assistance available from federal, state and institutional sources for their attendance at Cal State L.A.",Steve Wilson 323.343.3366,"To be considered for financial aid, you must: be a US citizen or eligible noncitizen; be registered with Selective Service (if required); be enrolled or accepted for enrollment as a regular matriculated student in a degree objective or teaching credential program. Unclassified Post-Baccalaureate students are normally not eligible for financial aid. If you are a student, check with the Center for Student Financial Aid. Extension/continuing education students are ineligible for financial aid; be making satisfactory academic progress; not owe a refund on a federal grant or be in default on a federal educational loan; have financial need (except for Unsubsidized Federal Direct Loans and Plus Loans); and be a California resident for state financial aid programs (SUG, EOP, Cal Grant A and B). Selective Service Information: If you are a male who is at least 18 years old and born after December 31, you MUST be registered with Selective Service in order to receive Federal student aid. You may now register with Selective Service online.","Students who are U.S. Citizen or have eligible permanent resident status should file the Free Application for Student Financial Aid (FAFSA). To learn more about applying, check out the following link: http://www.calstatela.edu/financialaid/apply-financial-aid",After High School,4-year Colleges|FAFSA|Scholarships/Grants,"California State University, Los Angeles (CSULA)"
115,Educational Opportunity Program (EOP),http://www.calstatela.edu/eop,90032,Student Affairs ,214,323.343.3214,,EOP has been committed to helping disadvantaged students to attend the University. The Cal State L.A. EOP has eleven counselors and over 30 staff members dedicated to provide EOP students the services and the support they need to successfully complete their college education. The collective experiences of our staff and other members of the EOP family are ready to help students meet the challenges of attending a university.,Steve Wilson 323.343.3366,"The eligibility criteria as specified in the California State University (CSU) Educational Opportunity Program regulations and guidelines are: 1. History of low family income; Undergraduate student; 2. California resident.; 3. Must enroll as a full-time student (part-time attendance requires the approval of the EOP Director); 4. Needs admissions assistance as an exception admit or meets the regular university admission requirements but, in the opinion of EOP personnel, will require the full range of assistance in order to succeed; 5 .All students must complete the California State University's admissions application and the supplemental EOP application forms.","All students must complete the California State University's admissions application and the supplemental EOP application forms, found here: http://www.csumentor.org/planning/eop/",After High School,4-year Colleges|On-campus Support,"California State University, Los Angeles (CSULA)"
116,Trojan Guardian Scholars (TGS),http://dornsife.usc.edu/trojan-guardian-scholars/,90032,Trojan Guardian Scholars (TGS),,"For further information, please contact: tgs@usc.edu",,"The Trojan Guardian Scholar (TGS) program helps enable students who attend the University of Southern California to experience the campus to its fullest and to achieve their goals of academic excellence, self-sufficiency, and successful professional careers in their desired fields. On Campus Support & Service include:  Assistance applying for financial aid; Help identifying and maintaining scholarship; Budget workshops and financial counseling; Potential year-round on-campus housing; Supplemental academic mentoring; Registration and enrollment assistance; Referrals to health and counseling services; Internship, fellowship, and career counseling; Peer mentoring and student programming; and Cohort social events and holiday dinners. The Trojan Guardian Scholars program provides a variety of wrap-around support services for students attending USC. TGS as an organization does not provide direct scholarships; however, it does provide comprehensive support in navigating, obtaining, and maintaining various forms of financial support available to current and former foster youth.",Jasmin Torres323.821.2549jitorres@usc.edu,"All students who have experience in the foster care system, regardless of the length of their case or their current living situation. TGS also welcomes students who at any point have been wards of the court, emancipated minors, homeless, or in kinship care.","You must first apply directly to USC and be admitted as a first-year or transfer student. TGS is primarily a support program for students who are admitted to and choose to attend USC; it is not a pre-college or direct admission program. Once students have applied, TGS members are identified through their financial aid application and do not go through an extra application process.",After High School,4-year Colleges|On-campus Support,University of Southern California (USC)
117,Admissions,http://www.usc.edu/admission/,90089,USC Office of Admission Undergraduate University Park Campus ,,213.740.1111,,"First-year admission to USC is highly competitive, and the admission process takes into consideration a variety of factors. The following link can help answer many of the questions you may have: http://www.usc.edu/admission/undergraduate/firstyear/prospective/applynow.html",,"First-year applicants are evaluated on the content and rigor of their high school coursework, their grades, standardized test scores, activity summary, essay, short answers and counselor/teacher recommendations. There are no absolute “cutoffs” or minimums for grades, rank in class, or test scores. We are interested in the interplay of these elements as well as your personal accomplishments and potential for success. To learn more, check out the following link: http://www.usc.edu/admission/undergraduate/firstyear/prospective/components.html","To learn about the application process and the requirements, check out the following link: http://www.usc.edu/admission/undergraduate/firstyear/prospective/appchecklist.html",After High School,4-year Colleges|Priority Registration/Enrollment,University of Southern California (USC)
118,Financial Aid,http://www.usc.edu/admission/undergraduate/firstyear/prospective/needbase.html,90089,"John Hubbard Hall, Lobby",,213.740.4444,Monday-Friday: 9:00 a.m. – 5:00 p.m.,"USC administers one of the largest financial aid programs in the United States, with a long tradition of meeting the USC-determined financial need of applicants who meet all eligibility requirements and deadlines. Two-thirds of USC undergraduates receive some form of financial aid, including merit scholarships, need-based grants, Federal Work-Study and loans. ",,"We encourage all students and families interested in financial aid to apply. Even if you do not qualify for need-based financial aid, other financing options can assist with the family contribution. ","You will need to submit the Free Application for Federal Student Aid (FAFSA) at www.fafsa.gov and either the CSS PROFILE at profileonline.collegeboard.com. For more information, please visit our Applying page here: http://www.usc.edu/admission/fa/undergraduates/prospective/applying.html",After High School,4-year Colleges|FAFSA|Scholarships/Grants,University of Southern California (USC)
119,Admissions,http://www.wlac.edu/Admissions/index.aspx,90230,"Student Services Building, 2nd Floor",220,310.287.4501,Mondays and Thursdays: 8:30 am to 5:00 pm Tuesdays and Wednesdays:8:30 am to 7:00 pm Fridays: 8:30 am to 1:00 pm,Visit the Admissions Office to Get started. Apply for admission. Register for classes. Add or drop classes.,Deidre Douglas 310-287-4533Dougladr@wlac.eduMaria Mancia310.287.4530Manciam@wlac.edu,"Anyone who is 18 years old or older; Students who have earned a high school diploma; Students under 18, who have not earned a high school diploma (see special instructions) link to high school page (NOTE: Neither California residency nor US Citizenship are required to apply). Special Groups: U.S. Veterans; International Students; AB540/Dream Act Students; High School & Middle School Students (Please register at the Office of School Relations & Outreach to ensure you enroll in the right classes to meet your educational needs.)","To apply and enroll in class, check out the following link: http://www.wlac.edu/admissions/index.aspx#howapply",After High School,2-year Colleges|Trade Programs|Priority Registration/Enrollment,West Los Angeles College
120,Financial Aid,http://www.wlac.edu/financial-aid/index.aspx,90230,"Student Services Building, 2nd Floor",210,310.287.4532,,"Financial aid is made available by federal and state governments and private sources in the form of grants, scholarships, employment, and loans. This assistance makes it possible for students to continue their education beyond high school, even if they and/or their family cannot meet the full cost of the college they choose to attend.",Deidre Douglas 310-287-4533Dougladr@wlac.eduMaria Mancia310.287.4530Manciam@wlac.edu,"To be considered for financial aid, Students must meet the following minimum requirements: Be a U.S. citizen or an eligible non-citizen. An eligible non-citizen is a U.S. permanent resident who has documentation from the Department of Homeland Security verifying that his/her stay in the U.S. is for other than a temporary purpose. Demonstrate financial need. Be enrolled as a regular student in an eligible program. Be making satisfactory academic progress in a course of study leading to a Certificate, AA or AS degree, or Transfer to a Baccalaureate Degree Program. Not be in default on any loan such as Federal Perkins Loans, Federal Stafford Loans (subsidized and unsubsidized), Federal Direct Loans (subsidized or unsubsidized), Supplemental Loans to Assist Students (SLS) at any college attended. Not owe a refund on a Federal Pell Grant or Federal Supplemental Educational Opportunity Grant (FSEOG). Be registered with Selective Service if required to do so. Have a valid Social Security Number (SSN). Must have resolved any drug conviction issues. File an income tax return if required to do so. Demonstrate an ability to benefit as defined below.","To apply for financial aid, and for any questions regarding the process, check out the following link: http://www.wlac.edu/Financial-Aid/how-to-apply.aspx",After High School,2-year Colleges|Trade Programs|FAFSA|Scholarships/Grants|Board of Governors Waiver,West Los Angeles College
121,EOPS,http://www.wlac.edu/eops-care/index.aspx,90230,"Student Services Building, 3rd Floor",330,310.287.4317,,"EOP&S program's primary goal is to encourage the enrollment, retention and transfer of students handicapped by language, social, economic and educational disadvantages, and to facilitate the successful completion of their goals and objectives in college. EOP&S offers academic and support counseling, financial aid and other support services. The EOP&S offers the following services: EOPS Orientation; Priority Registration; Book Voucher Service; Caps and Gowns; Financial Aid Advisement; Admission Application Fee Waivers; Campus Visits; Transfer Information; Academic Counseling; Peer Advisement; Personal Counseling; Retention; Student Education Plan; Transfer Assistance; Vocational/Career Counseling; Tutoring; and Study Skills Workshops.",Deidre Douglas 310-287-4533Dougladr@wlac.eduMaria Mancia310.287.4530Manciam@wlac.edu,You must be a full time student (12 units). If you are a member of DSPS (Disabled Student Program and Services) you may enroll in less than 12 units. Have less than 69-degree applicable units completed at any other college or university. Have a fee waiver (BOGG) for the current semester; which can be obtained at the Financial Aid Office. Be educationally disadvantaged according to state regulations.,"To apply: Complete an EOPS application as soon as you are registered in 12 units.  Submit the application in person at the EOP&S/CARE office SSB-330. Provide a business office class printout of your schedule. Provide an unofficial/official transcript of any previous attended colleges/universities with the application. (NOTE: If you have attended another college and do not attach a copy of your unofficial transcripts, your application will be delayed and/or denied). After the application is reviewed, you will be notified over the telephone of your eligibility and scheduled a mandatory orientation. See more at http://www.wlac.edu/eops-care/index.aspx",After High School,2-year Colleges|Trade Programs|On-campus Support,West Los Angeles College
122,Guardian Scholars Program,http://www.wlac.edu/Guardian-Scholars/index.aspx,90230,Student Services Building ) 3rd Floor,330,310.287.7255,Monday-Thursday: 8:30am-3:00pmFriday: By Appt. ONLY Saturday-Sunday: Closed,"The GOAL is to assist, support, nurture, engage, and motivate current and former foster youth in their journey to obtain an associate of arts degree, certificate, or transfer to a four-year university through various campus and community resources.  Support services include: Academic Advisement; Access to Computers; Assistance with course enrollment; Assistance with Financial Aid & CHAFEE; Career Counseling; Community-Based Referrals and Resources; Employment Assistance; Housing Referrals; Independent Living Program (ILP); Meal Assistance; Mental Health Referrals; Mentoring; Network Building; Priority Registration; Student drop-in center; Student Success Workshops; Transportation Assistance; Text book Assistance; Tutoring; and University Filed Trips.",Maria Mancia310.287.4530Manciam@wlac.edu,Be a Current or Former Foster Youth between the ages of 18-24 years old; Apply to West Los Angeles College; Enroll in a min. of 9-12 units; and Maintain a min. of 2.00 G.P.A.,,After High School,2-year Colleges|Trade Programs|On-campus Support,West Los Angeles College
123,Admissions,http://www.ucla.edu/admission/,90095,"UCLA Undergraduate Admission1147 Murphy Hall, Box 951436",,310.825.3101,Monday-Friday: 8:00 a.m. - 5:00 p.m.,"Being accepted to UCLA is more than a badge of honor. It's a responsibility. As a student, you will be charged with impacting the world from the moment you step on campus. You will be given every resource and opportunity that comes with the second-highest ranked public university in the nation. You will be supported and guided by faculty who are the foremost experts in their field.Whether you're enrolling in our undergraduate program or pursuing a graduate degree, UCLA provides a reach and scope of academic experience that has a reputation for producing world-renowned, highly influential, game-changing graduates. To learn more about Admissions, the process, and requirements, check out the following link: http://www.admission.ucla.edu/infoprospective.htm",,UCLA accepts applications from first-time freshmen and junior-level transfer students. See more about eligibility here: http://www.admission.ucla.edu/prospect/applying.htm,File a University of California Application for Admission and Scholarships. Use one application to apply to up to 9 UC campuses. See more here: http://admission.universityofcalifornia.edu/how-to-apply/apply-online/,After High School,4-year Colleges|Priority Registration/Enrollment,"University of California, Los Angeles"
124,Financial Aid,http://www.financialaid.ucla.edu/,90095,Murphy Hall,A129-J,310.206.0400Phone Hours: 10:00 AM - 12:00 PM2:00 PM - 4:00 PM,Monday to Friday:9:00 AM - 4:00 PM,"UCLA Financial Aid and Scholarships is dedicated to helping students pursue their education by awarding scholarships, grants, and other aid to assist with educational costs. We support the University’s enrollment and retention goals by providing counseling services and access to financial resources in order to increase opportunities for students’ success in reaching their higher education goals.",,,"To apply for aid, check out the following link: http://www.financialaid.ucla.edu/Prospective-Student/Applying-for-Aid",After High School,4-year Colleges|FAFSA|Scholarships/Grants,"University of California, Los Angeles"
125,Guardian Scholars Program,http://www.guardianscholars.ucla.edu/,90095,"Student Activities Center, Suite B44.",,310.206.1904,Mondays: 10:00 a.m. – 12:30 p.m. Tuesdays:1:00 p.m. – 3:00 p.m. Thursdays:3:00 a.m. – 5:00 p.m. Best to schedule an appointment prior to visiting.,"The Bruin Guardian Scholars Program is dedicated to providing current and former foster youth with resources to help support students throughout their academic endeavors. BGS has numerous partners and liaisons to help make your time at UCLA as stress-free as possible. We offer resources that span from campus resources, where we can get you in contact with liaisons that can help you with academic, financial, or even mental wellness; to community resources, where we get you in contact with individuals who can help you with transitional housing, and other basic needs. We also try and connect our BGS members with employment and scholarship opportunities. ",Terriel Cox Current & Former Foster Youth Program Director tcox@saonet.ucla.edu,"Eligibility for the Bruin Guardian Scholars Program Scholarship is dependent upon adhering to Guardian Scholars Program requirements. Program requirements include meeting with Guardian Scholars Program staff and attending quarterly scheduled program activities. In addition, members should satisfy the following requirements: Identify as a current or former foster youth; Submission of ward of the court document / proof of dependency letter; and Maintain full time student status by taking a minimum of 12 units per quarter",The Bruin Guardian Scholars has its own application process. Please visit the office or call to learn more.,After High School,4-year Colleges|On-campus Support,"University of California, Los Angeles"
126,Academic Advancement Program (AAP),http://www.aap.ucla.edu/,90095,1230 Campbell Hall,,,Monday-Friday:9:00 a.m.-5:00 p.m.,"The Academic Advancement Program (AAP), a multiracial program, represents the best of what United States society aspires to: access, equity, opportunity, and excellence. AAP encourages and promotes academic achievement and excellence by providing students with: peer learning (tutoring); academic programs; academic, personal, and career counseling; graduate and professional school mentoring; scholarships; research opportunities and stipends; opportunities to participate in innovative science programs; and a computer lab.",,"To determine your AAP eligibility status, currently enrolled UCLA students may contact the AAP New Student Programs office at aapnewstudents@college.ucla.edu or visit the NSP office in 1230 Campbell Hall, Monday-Friday from 9:00 a.m.-5:00 p.m.","AAP eligible students will receive information on how to become an AAP Member by attending an AAP Orientation workshop. AAP eligible students can sign up for the next AAP Orientation on MyUCLA or visit the New Student Programs Office (NSP) in 1230 Campbell Hall, Monday-Friday from 9:00 a.m.-5:00 p.m.",After High School,4-year Colleges|On-campus Support,"University of California, Los Angeles"
127,Admissions,http://www.smc.edu/EnrollmentDevelopment/Admissions/Pages/default.aspx,90405,Admissions & Records Office ,,,Monday and Thursday: 8:30am–4:30pm Tuesday and Wednesday: 8:30am–6:00pm Friday: 8:00am-12:00pm,"We're here to help you apply for admission, enroll in classes, gain access to your student records, petition for graduation and pay student fees among many other services. Whether you are a high school student continuing your education, an International Student​ beginning your education in the States, a returning student or just taking a class on the side, we are here to make the process easier for you. ",Veronica GarciaFoster Youth Liaision310.434.4491 garcia_veronica@smc.edu Debra LockeFoster Youth Liaision 310.434.4449 locke_debra@smc.edu,,,After High School,2-year Colleges|Trade Programs|Priority Registration/Enrollment,Santa Monica College
128,Career Technical Education,http://www.smc.edu/AcademicAffairs/Workforce/Pages/CTEProgram.aspx,90405,Career Technical Education,,,,"Career Technical Education (CTE) at Santa Monica College (SMC) prepares students for entry level professional employment opportunities, typically within one to four semesters. CTE programs prepare students for entry into the workforce in their specific fields. Upon completion, students leave SMC with a wide range of knowledge: theoretical, hands-on, applied and experiential.","Frank DawsonAssociate Dean, Career Technical Education 310.434.4585",,,After High School,2-year Colleges|Trade Programs,Santa Monica College
129,Guardian Scholars Program,https://www.smc.edu/StudentServices/EOPS/Pages/Guardian-Scholars.aspx,90405,Student Services Building ,104,310.434.4491,,"The Guardian Scholars Program supports the academic and personal goals of current and former foster youth attending Santa Monica College. Our goal is to support, connect and increase academic awareness and achievement as students embark on their journey within higher education. ROGRAM SUPPORT/BENEFITS include: Academic, Career and Transfer Counseling; Priority Enrollment; Assistance with Financial Aid & CHAFEE; Tutoring; Community-based referrals and resources; Independent Living Program (ILP) Referrals; Meal Assistance; Mental Health Referrals; Network Building; Student Success Workshops; and Transportation Assistance​.",,A student is eligible for Guardian Scholars if he/she meets the following criteria: 1. Current of former foster youth 2. Currently enrolled in at least 9 units 3. Between the ages of 17-24,"If you are interested in participating in the Guardian Scholars Program, you can pick up an application in the EOPS office, Room 104 of the Student Services complex. Or click here: https://docs.google.com/forms/d/1En4MCaWFqqogsRv4rtTBeEtnNIrMA0UcngmowD8Jm08/viewform",After High School,2-year Colleges|Trade Programs|On-campus Support,Santa Monica College
130,Extended Opportunity Programs and Services (EOPS),https://www.smc.edu/StudentServices/EOPS/Pages/default.aspx,90405,Student Services Building,104,310.434.4268,Monday: 8:00 am - 5:00 pm Tuesday - Thursday: 8:00 am - 5:30 pm Friday: 8:00 am - 1:00 pm,"The mission of EOPS (Extended Opportunity Programs and Services) is to assist eligible Santa Monica College students who have historically experienced economic and educational challenges. To increase access, retention and goal completion, EOPS provides the following services: Academic, career, personal and transfer counseling; Priority registration; Supplemental textbook assistance; Educational, transfer and career development workshops; One-on-one tutoring; Educational and cultural activities; Application fee waivers to four-year institutions; and much more! ",,"Eligibility Requirements: 1. Be a resident of California, or AB540 designated. 2.Be educationally disadvantaged through one or more of the following criteria: NOT eligible for Math 20 and/or English 1, according to SMC assessment scores; NOT a high school graduate nor completed the GED; Have a high school GPA below 2.5; Been previously enrolled in remedial courses in high school and/or college; Be an emancipated foster youth (former foster care youth); Be a first generation college student; Be a non-native English speaker. 3. Apply and receive a Board of Governors (BOG) Fee Waiver, Method A or B. 4. Have full-time enrollment (12+ units) in a program leading towards a career/technical certificate, associate degree or transfer to a four-year institution. 5.Have less than 45 associate degree-applicable units from all colleges attended. 6. Be in good academic standing.","To learn about the application process, check out the following link: https://www.smc.edu/StudentServices/EOPS/Documents/EOPS%20Application%202015-16%20Online.pdf",After High School,2-year Colleges|Trade Programs|On-campus Support,Santa Monica College
131,Financial Aid,http://www.smc.edu/EnrollmentDevelopment/FinAid/pages/default.aspx,90405,Financial Aid office,,310.434.4343,Monday-Thursday: 8:30 a.m. - 4:30 p.m. Friday: 8:00 a.m. - 12:00 p.m.,"The mission of the Financial Aid Office is to help all students achieve their educational objectives through the administration of federal, state, and institutional aid programs. The Financial Aid Office is also committed to providing SMC students access to an education that can enrich their lives and empower them in the global community of tomorrow. ",,,,After High School,2-year Colleges|Trade Programs|FAFSA|Scholarships/Grants|Board of Governors Waiver,Santa Monica College
132,Washington Preparatory High School,http://www.washingtonprep.org/,90047,"10860 S Denker Ave, Los Angeles, CA",,323.418.4000,Monday-Friday:8:00 a.m.- 4:00 p.m.,"The Children Youth and Family Collaborative (CYFC) is a nationally recognized organization serving over 2,500 foster youth and youth on probation at fifty sites in Los Angeles, Compton, Pomona, Hacienda La Puente, Lynwood, the Antelope Valley, Long Beach and Montebello Unified School Districts. CYFC has designed an Academic, Remediation, Intervention, and Support Services Education Model for Foster Youth (A.R.I.S.S.E), which provides tutoring, academic support, and support services for foster youth.",,Foster youth attending the high school with an open DCFS case ,,School (K-12),Tutoring|College Prep,Children Youth and Family Collaborative (CYFC)
133,Compton High School,http://chs-compton-ca.schoolloop.com/,90220,"601 S Acacia Ave, Compton, CA",,310.635.3881,Monday-Friday:8:00 a.m.- 4:00 p.m.,"The Children Youth and Family Collaborative (CYFC) is a nationally recognized organization serving over 2,500 foster youth and youth on probation at fifty sites in Los Angeles, Compton, Pomona, Hacienda La Puente, Lynwood, the Antelope Valley, Long Beach and Montebello Unified School Districts. CYFC has designed an Academic, Remediation, Intervention, and Support Services Education Model for Foster Youth (A.R.I.S.S.E), which provides tutoring, academic support, and support services for foster youth.",,Foster youth attending the high school with an open DCFS case ,,School (K-12),Tutoring|College Prep,Children Youth and Family Collaborative (CYFC)
134,Centennial High School,https://cehs-compton-ca.schoolloop.com/,90222,"2606 N. Central, Compton, Ca",,310.635.2715,Monday-Friday:8:00 a.m.- 4:00 p.m.,"The Children Youth and Family Collaborative (CYFC) is a nationally recognized organization serving over 2,500 foster youth and youth on probation at fifty sites in Los Angeles, Compton, Pomona, Hacienda La Puente, Lynwood, the Antelope Valley, Long Beach and Montebello Unified School Districts. CYFC has designed an Academic, Remediation, Intervention, and Support Services Education Model for Foster Youth (A.R.I.S.S.E), which provides tutoring, academic support, and support services for foster youth.",,Foster youth attending the high school with an open DCFS case ,,School (K-12),Tutoring|College Prep,Children Youth and Family Collaborative (CYFC)
135,Montebello High School,https://mhs-montebellousd-ca.schoolloop.com/,90640,"2100 W Cleveland Ave, Montebello, CA",,323.728.0121,Monday-Friday:8:00 a.m.- 4:00 p.m.,"The Children Youth and Family Collaborative (CYFC) is a nationally recognized organization serving over 2,500 foster youth and youth on probation at fifty sites in Los Angeles, Compton, Pomona, Hacienda La Puente, Lynwood, the Antelope Valley, Long Beach and Montebello Unified School Districts. CYFC has designed an Academic, Remediation, Intervention, and Support Services Education Model for Foster Youth (A.R.I.S.S.E), which provides tutoring, academic support, and support services for foster youth.",,Foster youth attending the high school with an open DCFS case ,,School (K-12),Tutoring|College Prep,Children Youth and Family Collaborative (CYFC)
136,Schurr High School,https://shs-montebellousd-ca.schoolloop.com/,90640,"820 N Wilcox Ave, Montebello, CA",,323.887.3090,Monday-Friday:8:00 a.m.- 4:00 p.m.,"The Children Youth and Family Collaborative (CYFC) is a nationally recognized organization serving over 2,500 foster youth and youth on probation at fifty sites in Los Angeles, Compton, Pomona, Hacienda La Puente, Lynwood, the Antelope Valley, Long Beach and Montebello Unified School Districts. CYFC has designed an Academic, Remediation, Intervention, and Support Services Education Model for Foster Youth (A.R.I.S.S.E), which provides tutoring, academic support, and support services for foster youth.",,Foster youth attending the high school with an open DCFS case ,,School (K-12),Tutoring|College Prep,Children Youth and Family Collaborative (CYFC)
137,LA County Public Library,program offered online,program offered online,program offered online,,,,"Students can get help in English, Spanish or Vietnamese in a wide range of subjects including math, science, English, social studies and essay review.;   College: College students can get help in English, Spanish or Vietnamese for their college level courses including English, science, math, social studies, and essay review. Tutors are also available to assist with GED preparation, and career services such as resume review, job searching and interview preparation.",,Must have a County of Los Angeles library card and Internet connection.,"It's easy to connect to a tutor for one-to-one FREE help. STEP 1. Complete the pre-session survey questions to help the tutor know what you need help with today. STEP 2. Remember to include your question. You can type it, draw it in the whiteboard area or share a file.  STEP 3. Click “Connect” and you’ll connect to a tutor in the Online Classroom.",School (K-12),Tutoring,LA County Public Library
138,Khan Academy ,program offered online,program offered online,program offered online,,,,"Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.",,For everyone. ,Visit the website and create a free account.,School (K-12),Tutoring,Khan Academy
139,Los Angeles County Office of Education (LACOE),http://www.lacoe.edu/StudentServices/HomelessFosterYouth/FosterYouth/Tutoring.aspx,90242,"9300 Imperial Highway, Downey, CA",,562.922.6111,,Free tutoring for students in foster care residing in Los Angeles County.,Maria Escobar562. 922.6469Escobar_Maria@lacoe.edu,"Ages 14-21 and living in and out of home placement, cannot reside with relatives.", Contact Maria Escobar to obtain and submit application.,School (K-12),Tutoring,Los Angeles County Office of Education (LACOE)
140,iFoster,https://ifoster.org/,96161,10049 Martif Valley Road       Truckee Califorina 96161,,1.855.936.7837,,"iFoster is Bridging the Gap. iFoster is making this happen by building a bridge between the child welfare system and the corporations, foundations, organizations and individuals who can help them succeed. iFoster is building the largest and most inclusive online community of people and organizations raising foster children and youth, with over 22,000 members in all 50 states raising over 2 million children and youth. On behalf of this community, iFoster forms partnerships with hundreds of companies, government agencies, non-profits, and foundations who can supply the critical resources, supports and opportunities these children and youth need. 1. iFoster provides tangible Resources like laptops, tutoring, eye glasses, and more. 2. Core to iFoster is service. Our Resources and Supports are available 24/7 online and accessible via computer, smartphone or tablet. Every member personalizes their iFoster experience by setting their preferences in their personal My Account. iFoster assists by Suggesting Resources and placing them directly in a Member's My Account. And iFoster ensures that Members get the Resources they want and are eligible for. iFoster has formed partnerships with every business, agency or non-profit providing a resource. If a Member ever runs into trouble accessing a resource, iFoster will escalate the issue with the appropriate partner to resolve it. 3. iFoster provides supports to Transition-Age Youth. A personal Digital Locker, Rewards for achievements and a virtual personal assistant that helps Youth securely store their vital documents, find resources, apply for programs, get rewarded for their successes and keep track of it all so they are in control of what they need to succeed. 4. iFoster provides job opportunities for Transition-Age Youth. iFoster is partnering with employers in the $620 Billion Grocery Industry to provide job opportunities for foster youth aging out of the system. The iFoster Jobs Program provides opportunities for full-time and part-time jobs that come with benefits, scholarships and tuition reimbursement, and career advancement.",,Ages 16 to 24 (older accepted) Current Foster/Kinship/Crossover Youth.Former Foster/Kinship/Crossover Youth.For certain programs you will be required to submit documentation to qualify. Each program will specify.,"Signing up for iFoster is FREE! To sign-up, click on the Member Sign here: https://www.ifoster.org/Registration.aspx",School (K-12),Tutoring,iFoster
